Measurement conditions,,,
Sample identification,m-M1-As Noturn 06-04-23,,
13.2876605,48.195,6480,80.4984
13.29852694,48.195,6391,79.9437
13.30939338,48.195,6385,79.9062
13.32025982,48.195,6474,80.4612
13.33112626,48.195,6572,81.0679
13.3419927,48.195,6617,81.3449
13.35285914,48.195,6542,80.8826
13.36372558,48.195,6559,80.9877
13.37459202,48.195,6622,81.3757
13.38545846,48.195,6420,80.1249
13.3963249,48.195,6541,80.8764
13.40719134,48.195,6620,81.3634
13.41805778,48.195,6485,80.5295
13.42892422,48.195,6614,81.3265
13.43979066,48.195,6464,80.399
13.4506571,48.195,6679,81.7251
13.46152354,48.195,6737,82.0792
13.47238998,48.195,6679,81.7251
13.48325642,48.195,6596,81.2158
13.49412286,48.195,6778,82.3286
13.5049893,48.195,6811,82.5288
13.51585574,48.195,6727,82.0183
13.52672218,48.195,6768,82.2679
13.53758862,48.195,6681,81.7374
13.54845506,48.195,6746,82.134
13.5593215,48.195,6726,82.0122
13.57018794,48.195,6758,82.2071
13.58105438,48.195,6682,81.7435
13.59192082,48.195,6815,82.553
13.60278726,48.195,6642,81.4985
13.6136537,48.195,6722,81.9878
13.62452014,48.195,6784,82.365
13.63538658,48.195,7000,83.666
13.64625302,48.195,6900,83.0662
13.65711946,48.195,6871,82.8915
13.6679859,48.195,6855,82.7949
13.67885234,48.195,6883,82.9638
13.68971878,48.195,6849,82.7587
13.70058522,48.195,6855,82.7949
13.71145166,48.195,6956,83.4026
13.7223181,48.195,6899,83.0602
13.73318454,48.195,7062,84.0357
13.74405098,48.195,7102,84.2734
13.75491742,48.195,7231,85.0353
13.76578386,48.195,7249,85.1411
13.7766503,48.195,7245,85.1176
13.78751674,48.195,7307,85.481
13.79838318,48.195,7355,85.7613
13.80924962,48.195,7462,86.3829
13.82011606,48.195,7637,87.3899
13.8309825,48.195,7605,87.2067
13.84184894,48.195,7788,88.2496
13.85271538,48.195,7974,89.2973
13.86358182,48.195,7895,88.8538
13.87444826,48.195,7904,88.9044
13.8853147,48.195,7806,88.3516
13.89618114,48.195,7748,88.0227
13.90704758,48.195,7696,87.7268
13.91791402,48.195,7419,86.1336
13.92878046,48.195,7611,87.241
13.9396469,48.195,7790,88.261
13.95051334,48.195,7769,88.1419
13.96137978,48.195,7606,87.2124
13.97224622,48.195,7591,87.1263
13.98311266,48.195,7817,88.4138
13.9939791,48.195,7536,86.8101
14.00484554,48.195,7530,86.7756
14.01571198,48.195,7387,85.9477
14.02657842,48.195,7424,86.1626
14.03744486,48.195,7338,85.6621
14.0483113,48.195,7229,85.0235
14.05917774,48.195,7308,85.4868
14.07004418,48.195,7231,85.0353
14.08091062,48.195,7282,85.3346
14.09177706,48.195,7373,85.8662
14.1026435,48.195,7142,84.5104
14.11350994,48.195,7364,85.8138
14.12437638,48.195,7418,86.1278
14.13524282,48.195,7461,86.3771
14.14610926,48.195,7494,86.5679
14.1569757,48.195,7557,86.931
14.16784214,48.195,7561,86.954
14.17870858,48.195,7455,86.3423
14.18957502,48.195,7517,86.7006
14.20044146,48.195,7590,87.1206
14.2113079,48.195,7349,85.7263
14.22217434,48.195,7498,86.591
14.23304078,48.195,7415,86.1104
14.24390722,48.195,7664,87.5443
14.25477366,48.195,7637,87.3899
14.2656401,48.195,7620,87.2926
14.27650654,48.195,7671,87.5842
14.28737298,48.195,7587,87.1034
14.29823942,48.195,7558,86.9368
14.30910586,48.195,7759,88.0852
14.3199723,48.195,7649,87.4586
14.33083874,48.195,7672,87.59
14.34170518,48.195,7679,87.6299
14.35257162,48.195,7734,87.9432
14.36343806,48.195,7633,87.367
14.3743045,48.195,7827,88.4703
14.38517094,48.195,7751,88.0398
14.39603738,48.195,7690,87.6926
14.40690382,48.195,7775,88.176
14.41777026,48.195,7798,88.3063
14.4286367,48.195,7630,87.3499
14.43950314,48.195,7703,87.7667
14.45036958,48.195,7751,88.0398
14.46123602,48.195,7810,88.3742
14.47210246,48.195,7727,87.9034
14.4829689,48.195,7743,87.9943
14.49383534,48.195,7954,89.1852
14.50470178,48.195,7791,88.2666
14.51556822,48.195,7886,88.8032
14.52643466,48.195,7919,88.9888
14.5373011,48.195,7796,88.295
14.54816754,48.195,8008,89.4874
14.55903398,48.195,7909,88.9326
14.56990042,48.195,7810,88.3742
14.58076686,48.195,7741,87.983
14.5916333,48.195,7813,88.3912
14.60249974,48.195,7832,88.4986
14.61336618,48.195,7872,88.7243
14.62423262,48.195,8015,89.5265
14.63509906,48.195,7972,89.2861
14.6459655,48.195,7783,88.2213
14.65683194,48.195,7909,88.9326
14.66769838,48.195,7886,88.8032
14.67856482,48.195,7928,89.0393
14.68943126,48.195,7882,88.7806
14.7002977,48.195,7811,88.3799
14.71116414,48.195,7909,88.9326
14.72203058,48.195,8010,89.4986
14.73289702,48.195,7816,88.4081
14.74376346,48.195,7989,89.3812
14.7546299,48.195,7965,89.2468
14.76549634,48.195,7792,88.2723
14.77636278,48.195,7867,88.6961
14.78722922,48.195,8043,89.6828
14.79809566,48.195,8087,89.9277
14.8089621,48.195,7973,89.2917
14.81982854,48.195,7973,89.2917
14.83069498,48.195,7914,88.9607
14.84156142,48.195,8050,89.7218
14.85242786,48.195,7956,89.1964
14.8632943,48.195,7874,88.7356
14.87416074,48.195,8124,90.1332
14.88502718,48.195,7872,88.7243
14.89589362,48.195,7901,88.8876
14.90676006,48.195,7990,89.3868
14.9176265,48.195,7751,88.0398
14.92849294,48.195,7956,89.1964
14.93935938,48.195,7702,87.761
14.95022582,48.195,7882,88.7806
14.96109226,48.195,7979,89.3252
14.9719587,48.195,7838,88.5325
14.98282514,48.195,7943,89.1235
14.99369158,48.195,7921,89
15.00455802,48.195,7804,88.3403
15.01542446,48.195,7893,88.8426
15.0262909,48.195,7772,88.1589
15.03715734,48.195,7964,89.2412
15.04802378,48.195,8026,89.5879
15.05889022,48.195,7744,88
15.06975666,48.195,7913,88.955
15.0806231,48.195,7741,87.983
15.09148954,48.195,8021,89.56
15.10235598,48.195,7727,87.9034
15.11322242,48.195,7958,89.2076
15.12408886,48.195,7806,88.3516
15.1349553,48.195,7834,88.5099
15.14582174,48.195,7920,88.9944
15.15668818,48.195,7891,88.8313
15.16755462,48.195,7867,88.6961
15.17842106,48.195,7907,88.9213
15.1892875,48.195,7921,89
15.20015394,48.195,7761,88.0965
15.21102038,48.195,7817,88.4138
15.22188682,48.195,7856,88.6341
15.23275326,48.195,7801,88.3233
15.2436197,48.195,7846,88.5776
15.25448614,48.195,7757,88.0738
15.26535258,48.195,7905,88.9101
15.27621902,48.195,7558,86.9368
15.28708546,48.195,7957,89.202
15.2979519,48.195,7947,89.1459
15.30881834,48.195,7772,88.1589
15.31968478,48.195,7737,87.9602
15.33055122,48.195,7775,88.176
15.34141766,48.195,7817,88.4138
15.3522841,48.195,7804,88.3403
15.36315054,48.195,7774,88.1703
15.37401698,48.195,7758,88.0795
15.38488342,48.195,7860,88.6566
15.39574986,48.195,7704,87.7724
15.4066163,48.195,7819,88.4251
15.41748274,48.195,7629,87.3441
15.42834918,48.195,7731,87.9261
15.43921562,48.195,7691,87.6983
15.45008206,48.195,7742,87.9886
15.4609485,48.195,7714,87.8294
15.47181494,48.195,7775,88.176
15.48268138,48.195,7817,88.4138
15.49354782,48.195,7650,87.4643
15.50441426,48.195,7778,88.193
15.5152807,48.195,7748,88.0227
15.52614714,48.195,7546,86.8677
15.53701358,48.195,7570,87.0057
15.54788002,48.195,7747,88.017
15.55874646,48.195,7573,87.023
15.5696129,48.195,7929,89.0449
15.58047934,48.195,7591,87.1263
15.59134578,48.195,7700,87.7496
15.60221222,48.195,7796,88.295
15.61307866,48.195,7591,87.1263
15.6239451,48.195,7801,88.3233
15.63481154,48.195,7662,87.5329
15.64567798,48.195,7456,86.3481
15.65654442,48.195,7759,88.0852
15.66741086,48.195,7776,88.1816
15.6782773,48.195,7567,86.9885
15.68914374,48.195,7770,88.1476
15.70001018,48.195,7833,88.5042
15.71087662,48.195,7692,87.704
15.72174306,48.195,7621,87.2983
15.7326095,48.195,7727,87.9034
15.74347594,48.195,7859,88.651
15.75434238,48.195,7688,87.6812
15.76520882,48.195,7775,88.176
15.77607526,48.195,7687,87.6755
15.7869417,48.195,7783,88.2213
15.79780814,48.195,7890,88.8257
15.80867458,48.195,7876,88.7468
15.81954102,48.195,7838,88.5325
15.83040746,48.195,7856,88.6341
15.8412739,48.195,7785,88.2326
15.85214034,48.195,7684,87.6584
15.86300678,48.195,7875,88.7412
15.87387322,48.195,7865,88.6848
15.88473966,48.195,7714,87.8294
15.8956061,48.195,7617,87.2754
15.90647254,48.195,7794,88.2836
15.91733898,48.195,7826,88.4647
15.92820542,48.195,7729,87.9147
15.93907186,48.195,7962,89.23
15.9499383,48.195,7801,88.3233
15.96080474,48.195,7898,88.8707
15.97167118,48.195,7893,88.8426
15.98253762,48.195,7826,88.4647
15.99340406,48.195,7758,88.0795
16.0042705,48.195,7995,89.4148
16.01513694,48.195,7965,89.2468
16.02600338,48.195,8099,89.9944
16.03686982,48.195,8066,89.8109
16.04773626,48.195,7986,89.3644
16.0586027,48.195,8002,89.4539
16.06946914,48.195,7953,89.1796
16.08033558,48.195,7953,89.1796
16.09120202,48.195,8035,89.6382
16.10206846,48.195,8073,89.8499
16.1129349,48.195,8058,89.7664
16.12380134,48.195,7994,89.4092
16.13466778,48.195,8114,90.0777
16.14553422,48.195,7941,89.1123
16.15640066,48.195,8108,90.0444
16.1672671,48.195,8118,90.0999
16.17813354,48.195,8114,90.0777
16.18899998,48.195,8045,89.6939
16.19986642,48.195,8051,89.7274
16.21073286,48.195,8254,90.8515
16.2215993,48.195,8402,91.6624
16.23246574,48.195,8208,90.598
16.24333218,48.195,8298,91.0934
16.25419862,48.195,8238,90.7634
16.26506506,48.195,8444,91.8912
16.2759315,48.195,8302,91.1153
16.28679794,48.195,8385,91.5696
16.29766438,48.195,8466,92.0109
16.30853082,48.195,8384,91.5642
16.31939726,48.195,8408,91.6951
16.3302637,48.195,8561,92.5257
16.34113014,48.195,8650,93.0054
16.35199658,48.195,8672,93.1236
16.36286302,48.195,8873,94.1966
16.37372946,48.195,9087,95.3258
16.3845959,48.195,9075,95.2628
16.39546234,48.195,9106,95.4254
16.40632878,48.195,9331,96.5971
16.41719522,48.195,9000,94.8683
16.42806166,48.195,9083,95.3048
16.4389281,48.195,9260,96.2289
16.44979454,48.195,9344,96.6644
16.46066098,48.195,9310,96.4883
16.47152742,48.195,9735,98.6661
16.48239386,48.195,9919,99.5942
16.4932603,48.195,9990,99.95
16.50412674,48.195,10155,100.772
16.51499318,48.195,10438,102.1665
16.52585962,48.195,10793,103.8894
16.53672606,48.195,11134,105.5178
16.5475925,48.195,11565,107.5407
16.55845894,48.195,12023,109.6494
16.56932538,48.195,12188,110.3993
16.58019182,48.195,12708,112.7298
16.59105826,48.195,13021,114.1096
16.6019247,48.195,13404,115.7756
16.61279114,48.195,13317,115.3993
16.62365758,48.195,13608,116.6533
16.63452402,48.195,13596,116.6019
16.64539046,48.195,14059,118.5707
16.6562569,48.195,14278,119.4906
16.66712334,48.195,15441,124.2618
16.67798978,48.195,15980,126.412
16.68885622,48.195,16850,129.8075
16.69972266,48.195,17995,134.1454
16.7105891,48.195,19114,138.2534
16.72145554,48.195,20150,141.9507
16.73232198,48.195,20118,141.8379
16.74318842,48.195,20402,142.8356
16.75405486,48.195,20874,144.4784
16.7649213,48.195,21069,145.1516
16.77578774,48.195,21588,146.9286
16.78665418,48.195,22347,149.4891
16.79752062,48.195,23621,153.6912
16.80838706,48.195,25585,159.9531
16.8192535,48.195,27889,167
16.83011994,48.195,30198,173.7757
16.84098638,48.195,32565,180.4578
16.85185282,48.195,33830,183.9293
16.86271926,48.195,33017,181.7058
16.8735857,48.195,31405,177.2146
16.88445214,48.195,31026,176.142
16.89531858,48.195,30165,173.6807
16.90618502,48.195,29860,172.8005
16.91705146,48.195,28714,169.4521
16.9279179,48.195,27940,167.1526
16.93878434,48.195,27028,164.4019
16.94965078,48.195,26520,162.8496
16.96051722,48.195,26653,163.2575
16.97138366,48.195,26750,163.5543
16.9822501,48.195,24226,155.647
16.99311654,48.195,19849,140.8865
17.00398298,48.195,16733,129.3561
17.01484942,48.195,15177,123.195
17.02571586,48.195,13312,115.3776
17.0365823,48.195,11410,106.8176
17.04744874,48.195,9548,97.7139
17.05831518,48.195,8684,93.188
17.06918162,48.195,8429,91.8096
17.08004806,48.195,8185,90.471
17.0909145,48.195,8076,89.8666
17.10178094,48.195,8128,90.1554
17.11264738,48.195,8149,90.2718
17.12351382,48.195,7947,89.1459
17.13438026,48.195,7841,88.5494
17.1452467,48.195,7818,88.4195
17.15611314,48.195,7907,88.9213
17.16697958,48.195,7772,88.1589
17.17784602,48.195,7707,87.7895
17.18871246,48.195,7759,88.0852
17.1995789,48.195,7711,87.8123
17.21044534,48.195,7706,87.7838
17.22131178,48.195,7730,87.9204
17.23217822,48.195,7755,88.0625
17.24304466,48.195,7552,86.9022
17.2539111,48.195,7725,87.892
17.26477754,48.195,7695,87.7211
17.27564398,48.195,7525,86.7468
17.28651042,48.195,7385,85.936
17.29737686,48.195,7647,87.4471
17.3082433,48.195,7519,86.7122
17.31910974,48.195,7592,87.1321
17.32997618,48.195,7507,86.6429
17.34084262,48.195,7371,85.8545
17.35170906,48.195,7375,85.8778
17.3625755,48.195,7183,84.7526
17.37344194,48.195,7445,86.2844
17.38430838,48.195,7379,85.9011
17.39517482,48.195,7422,86.151
17.40604126,48.195,7499,86.5968
17.4169077,48.195,7357,85.773
17.42777414,48.195,7205,84.8823
17.43864058,48.195,7398,86.0116
17.44950702,48.195,7339,85.668
17.46037346,48.195,7340,85.6738
17.4712399,48.195,7238,85.0764
17.48210634,48.195,7325,85.5862
17.49297278,48.195,7238,85.0764
17.50383922,48.195,7369,85.8429
17.51470566,48.195,7244,85.1117
17.5255721,48.195,7480,86.487
17.53643854,48.195,7369,85.8429
17.54730498,48.195,7300,85.44
17.55817142,48.195,7284,85.3464
17.56903786,48.195,7234,85.0529
17.5799043,48.195,7098,84.2496
17.59077074,48.195,7529,86.7698
17.60163718,48.195,7234,85.0529
17.61250362,48.195,7451,86.3192
17.62337006,48.195,7350,85.7321
17.6342365,48.195,7343,85.6913
17.64510294,48.195,7242,85.0999
17.65596938,48.195,7395,85.9942
17.66683582,48.195,7415,86.1104
17.67770226,48.195,7399,86.0174
17.6885687,48.195,7333,85.6329
17.69943514,48.195,7284,85.3464
17.71030158,48.195,7331,85.6213
17.72116802,48.195,7369,85.8429
17.73203446,48.195,7340,85.6738
17.7429009,48.195,7321,85.5628
17.75376734,48.195,7221,84.9765
17.76463378,48.195,7185,84.7644
17.77550022,48.195,7352,85.7438
17.78636666,48.195,7418,86.1278
17.7972331,48.195,7321,85.5628
17.80809954,48.195,7455,86.3423
17.81896598,48.195,7449,86.3076
17.82983242,48.195,7430,86.1974
17.84069886,48.195,7483,86.5043
17.8515653,48.195,7451,86.3192
17.86243174,48.195,7566,86.9828
17.87329818,48.195,7546,86.8677
17.88416462,48.195,7601,87.1837
17.89503106,48.195,7590,87.1206
17.9058975,48.195,7820,88.4308
17.91676394,48.195,7733,87.9375
17.92763038,48.195,7849,88.5946
17.93849682,48.195,7927,89.0337
17.94936326,48.195,7870,88.713
17.9602297,48.195,7954,89.1852
17.97109614,48.195,8061,89.7831
17.98196258,48.195,7977,89.3141
17.99282902,48.195,7875,88.7412
18.00369546,48.195,7870,88.713
18.0145619,48.195,7822,88.4421
18.02542834,48.195,8011,89.5042
18.03629478,48.195,8291,91.0549
18.04716122,48.195,8118,90.0999
18.05802766,48.195,8393,91.6133
18.0688941,48.195,8232,90.7304
18.07976054,48.195,8221,90.6697
18.09062698,48.195,8442,91.8804
18.10149342,48.195,8134,90.1887
18.11235986,48.195,7999,89.4371
18.1232263,48.195,8183,90.4599
18.13409274,48.195,8046,89.6995
18.14495918,48.195,7864,88.6792
18.15582562,48.195,7674,87.6014
18.16669206,48.195,7617,87.2754
18.1775585,48.195,7791,88.2666
18.18842494,48.195,7926,89.0281
18.19929138,48.195,8329,91.2634
18.21015782,48.195,8839,94.016
18.22102426,48.195,9266,96.2601
18.2318907,48.195,9662,98.2955
18.24275714,48.195,9721,98.5951
18.25362358,48.195,9834,99.1665
18.26449002,48.195,9948,99.7397
18.27535646,48.195,10231,101.1484
18.2862229,48.195,10687,103.3779
18.29708934,48.195,10914,104.4701
18.30795578,48.195,10946,104.6231
18.31882222,48.195,11431,106.9159
18.32968866,48.195,11629,107.8378
18.3405551,48.195,11887,109.0275
18.35142154,48.195,11859,108.899
18.36228798,48.195,12111,110.05
18.37315442,48.195,12267,110.7565
18.38402086,48.195,12433,111.5034
18.3948873,48.195,11860,108.9036
18.40575374,48.195,10968,104.7282
18.41662018,48.195,10278,101.3805
18.42748662,48.195,10080,100.3992
18.43835306,48.195,9293,96.4002
18.4492195,48.195,8799,93.803
18.46008594,48.195,8173,90.4046
18.47095238,48.195,7834,88.5099
18.48181882,48.195,7610,87.2353
18.49268526,48.195,7548,86.8792
18.5035517,48.195,7383,85.9244
18.51441814,48.195,7403,86.0407
18.52528458,48.195,7423,86.1568
18.53615102,48.195,7555,86.9195
18.54701746,48.195,7450,86.3134
18.5578839,48.195,7265,85.235
18.56875034,48.195,7509,86.6545
18.57961678,48.195,7383,85.9244
18.59048322,48.195,7568,86.9943
18.60134966,48.195,7417,86.122
18.6122161,48.195,7367,85.8312
18.62308254,48.195,7273,85.2819
18.63394898,48.195,7319,85.5512
18.64481542,48.195,7336,85.6505
18.65568186,48.195,7227,85.0118
18.6665483,48.195,7190,84.7939
18.67741474,48.195,7279,85.3171
18.68828118,48.195,7372,85.8604
18.69914762,48.195,7195,84.8233
18.71001406,48.195,7594,87.1436
18.7208805,48.195,7173,84.6936
18.73174694,48.195,7388,85.9535
18.74261338,48.195,7354,85.7555
18.75347982,48.195,7345,85.703
18.76434626,48.195,7313,85.5161
18.7752127,48.195,7232,85.0412
18.78607914,48.195,7235,85.0588
18.79694558,48.195,7299,85.4342
18.80781202,48.195,7410,86.0814
18.81867846,48.195,7192,84.8057
18.8295449,48.195,7502,86.6141
18.84041134,48.195,7470,86.4292
18.85127778,48.195,7468,86.4176
18.86214422,48.195,7431,86.2032
18.87301066,48.195,7310,85.4985
18.8838771,48.195,7556,86.9253
18.89474354,48.195,7398,86.0116
18.90560998,48.195,7509,86.6545
18.91647642,48.195,7423,86.1568
18.92734286,48.195,7626,87.327
18.9382093,48.195,7559,86.9425
18.94907574,48.195,7496,86.5794
18.95994218,48.195,7605,87.2067
18.97080862,48.195,7460,86.3713
18.98167506,48.195,7545,86.862
18.9925415,48.195,7506,86.6372
19.00340794,48.195,7569,87
19.01427438,48.195,7517,86.7006
19.02514082,48.195,7527,86.7583
19.03600726,48.195,7417,86.122
19.0468737,48.195,7460,86.3713
19.05774014,48.195,7357,85.773
19.06860658,48.195,7325,85.5862
19.07947302,48.195,7297,85.4225
19.09033946,48.195,7317,85.5395
19.1012059,48.195,7653,87.4814
19.11207234,48.195,7490,86.5448
19.12293878,48.195,7496,86.5794
19.13380522,48.195,7488,86.5332
19.14467166,48.195,7630,87.3499
19.1555381,48.195,7439,86.2496
19.16640454,48.195,7497,86.5852
19.17727098,48.195,7579,87.0575
19.18813742,48.195,7392,85.9767
19.19900386,48.195,7477,86.4696
19.2098703,48.195,7160,84.6168
19.22073674,48.195,7490,86.5448
19.23160318,48.195,7437,86.238
19.24246962,48.195,7353,85.7496
19.25333606,48.195,7435,86.2264
19.2642025,48.195,7398,86.0116
19.27506894,48.195,7467,86.4118
19.28593538,48.195,7438,86.2438
19.29680182,48.195,7570,87.0057
19.30766826,48.195,7732,87.9318
19.3185347,48.195,7788,88.2496
19.32940114,48.195,7772,88.1589
19.34026758,48.195,7895,88.8538
19.35113402,48.195,7795,88.2893
19.36200046,48.195,7916,88.9719
19.3728669,48.195,7997,89.4259
19.38373334,48.195,7954,89.1852
19.39459978,48.195,7807,88.3572
19.40546622,48.195,8005,89.4707
19.41633266,48.195,7944,89.1291
19.4271991,48.195,8139,90.2164
19.43806554,48.195,8011,89.5042
19.44893198,48.195,8049,89.7162
19.45979842,48.195,8209,90.6035
19.47066486,48.195,7909,88.9326
19.4815313,48.195,8076,89.8666
19.49239774,48.195,8127,90.1499
19.50326418,48.195,8338,91.3126
19.51413062,48.195,8373,91.5041
19.52499706,48.195,8454,91.9456
19.5358635,48.195,8218,90.6532
19.54672994,48.195,8002,89.4539
19.55759638,48.195,8134,90.1887
19.56846282,48.195,8002,89.4539
19.57932926,48.195,7986,89.3644
19.5901957,48.195,8127,90.1499
19.60106214,48.195,8135,90.1942
19.61192858,48.195,8127,90.1499
19.62279502,48.195,8560,92.5203
19.63366146,48.195,8364,91.4549
19.6445279,48.195,8816,93.8936
19.65539434,48.195,8809,93.8563
19.66626078,48.195,8983,94.7787
19.67712722,48.195,9139,95.5981
19.68799366,48.195,9392,96.9123
19.6988601,48.195,9840,99.1968
19.70972654,48.195,9960,99.7998
19.72059298,48.195,10213,101.0594
19.73145942,48.195,10302,101.4988
19.74232586,48.195,10253,101.2571
19.7531923,48.195,10347,101.7202
19.76405874,48.195,10059,100.2946
19.77492518,48.195,9775,98.8686
19.78579162,48.195,9226,96.0521
19.79665806,48.195,8866,94.1594
19.8075245,48.195,8514,92.2713
19.81839094,48.195,8401,91.657
19.82925738,48.195,7996,89.4204
19.84012382,48.195,7995,89.4148
19.85099026,48.195,7715,87.8351
19.8618567,48.195,7542,86.8447
19.87272314,48.195,7463,86.3887
19.88358958,48.195,7397,86.0058
19.89445602,48.195,7614,87.2582
19.90532246,48.195,7531,86.7813
19.9161889,48.195,7541,86.8389
19.92705534,48.195,7555,86.9195
19.93792178,48.195,7452,86.325
19.94878822,48.195,7597,87.1608
19.95965466,48.195,7540,86.8332
19.9705211,48.195,7673,87.5957
19.98138754,48.195,7642,87.4185
19.99225398,48.195,7668,87.5671
20.00312042,48.195,7620,87.2926
20.01398686,48.195,7701,87.7553
20.0248533,48.195,7589,87.1149
20.03571974,48.195,7599,87.1722
20.04658618,48.195,7638,87.3957
20.05745262,48.195,7661,87.5271
20.06831906,48.195,7724,87.8863
20.0791855,48.195,7738,87.9659
20.09005194,48.195,7722,87.8749
20.10091838,48.195,7816,88.4081
20.11178482,48.195,7731,87.9261
20.12265126,48.195,7821,88.4364
20.1335177,48.195,7756,88.0682
20.14438414,48.195,7644,87.43
20.15525058,48.195,7675,87.6071
20.16611702,48.195,7773,88.1646
20.17698346,48.195,7931,89.0562
20.1878499,48.195,7891,88.8313
20.19871634,48.195,7766,88.1249
20.20958278,48.195,7787,88.244
20.22044922,48.195,7656,87.4986
20.23131566,48.195,7839,88.5381
20.2421821,48.195,7841,88.5494
20.25304854,48.195,7798,88.3063
20.26391498,48.195,7860,88.6566
20.27478142,48.195,7681,87.6413
20.28564786,48.195,7914,88.9607
20.2965143,48.195,8020,89.5545
20.30738074,48.195,8034,89.6326
20.31824718,48.195,7794,88.2836
20.32911362,48.195,7843,88.5607
20.33998006,48.195,7919,88.9888
20.3508465,48.195,7897,88.8651
20.36171294,48.195,7965,89.2468
20.37257938,48.195,8099,89.9944
20.38344582,48.195,7988,89.3756
20.39431226,48.195,7984,89.3532
20.4051787,48.195,7929,89.0449
20.41604514,48.195,7939,89.1011
20.42691158,48.195,8056,89.7552
20.43777802,48.195,7922,89.0056
20.44864446,48.195,8007,89.4818
20.4595109,48.195,7852,88.6115
20.47037734,48.195,7949,89.1572
20.48124378,48.195,8063,89.7942
20.49211022,48.195,7949,89.1572
20.50297666,48.195,7972,89.2861
20.5138431,48.195,7978,89.3197
20.52470954,48.195,8094,89.9667
20.53557598,48.195,7866,88.6905
20.54644242,48.195,7631,87.3556
20.55730886,48.195,7888,88.8144
20.5681753,48.195,7786,88.2383
20.57904174,48.195,7835,88.5155
20.58990818,48.195,7819,88.4251
20.60077462,48.195,7881,88.775
20.61164106,48.195,7866,88.6905
20.6225075,48.195,7872,88.7243
20.63337394,48.195,7691,87.6983
20.64424038,48.195,7915,88.9663
20.65510682,48.195,7923,89.0112
20.66597326,48.195,7833,88.5042
20.6768397,48.195,7831,88.4929
20.68770614,48.195,7939,89.1011
20.69857258,48.195,7810,88.3742
20.70943902,48.195,7951,89.1684
20.72030546,48.195,7822,88.4421
20.7311719,48.195,7963,89.2356
20.74203834,48.195,7885,88.7975
20.75290478,48.195,7976,89.3085
20.76377122,48.195,7834,88.5099
20.77463766,48.195,7972,89.2861
20.7855041,48.195,7997,89.4259
20.79637054,48.195,8177,90.4268
20.80723698,48.195,8117,90.0944
20.81810342,48.195,8084,89.9111
20.82896986,48.195,8124,90.1332
20.8398363,48.195,8108,90.0444
20.85070274,48.195,8045,89.6939
20.86156918,48.195,8249,90.824
20.87243562,48.195,8267,90.923
20.88330206,48.195,8233,90.7359
20.8941685,48.195,8353,91.3947
20.90503494,48.195,8445,91.8967
20.91590138,48.195,8723,93.397
20.92676782,48.195,8626,92.8763
20.93763426,48.195,9013,94.9368
20.9485007,48.195,8930,94.4987
20.95936714,48.195,8910,94.3928
20.97023358,48.195,8871,94.186
20.98110002,48.195,9054,95.1525
20.99196646,48.195,9296,96.4158
21.0028329,48.195,9461,97.2677
21.01369934,48.195,9478,97.355
21.02456578,48.195,9658,98.2751
21.03543222,48.195,9483,97.3807
21.04629866,48.195,9216,96
21.0571651,48.195,8991,94.8209
21.06803154,48.195,8556,92.4986
21.07889798,48.195,8503,92.2117
21.08976442,48.195,8316,91.1921
21.10063086,48.195,8202,90.5649
21.1114973,48.195,8045,89.6939
21.12236374,48.195,8000,89.4427
21.13323018,48.195,7970,89.2749
21.14409662,48.195,8066,89.8109
21.15496306,48.195,7797,88.3006
21.1658295,48.195,7766,88.1249
21.17669594,48.195,7915,88.9663
21.18756238,48.195,8126,90.1443
21.19842882,48.195,7992,89.398
21.20929526,48.195,7879,88.7637
21.2201617,48.195,7804,88.3403
21.23102814,48.195,7860,88.6566
21.24189458,48.195,7783,88.2213
21.25276102,48.195,7924,89.0169
21.26362746,48.195,7950,89.1628
21.2744939,48.195,7855,88.6284
21.28536034,48.195,7939,89.1011
21.29622678,48.195,8016,89.5321
21.30709322,48.195,7977,89.3141
21.31795966,48.195,7696,87.7268
21.3288261,48.195,7924,89.0169
21.33969254,48.195,7994,89.4092
21.35055898,48.195,8152,90.2884
21.36142542,48.195,8071,89.8387
21.37229186,48.195,8096,89.9778
21.3831583,48.195,8182,90.4544
21.39402474,48.195,8252,90.8405
21.40489118,48.195,8091,89.95
21.41575762,48.195,8107,90.0389
21.42662406,48.195,8202,90.5649
21.4374905,48.195,8035,89.6382
21.44835694,48.195,8140,90.2219
21.45922338,48.195,8107,90.0389
21.47008982,48.195,8291,91.0549
21.48095626,48.195,8126,90.1443
21.4918227,48.195,8418,91.7497
21.50268914,48.195,8202,90.5649
21.51355558,48.195,8346,91.3564
21.52442202,48.195,8322,91.225
21.53528846,48.195,8369,91.4822
21.5461549,48.195,8412,91.717
21.55702134,48.195,8411,91.7115
21.56788778,48.195,8459,91.9728
21.57875422,48.195,8608,92.7793
21.58962066,48.195,8443,91.8858
21.6004871,48.195,8459,91.9728
21.61135354,48.195,8607,92.7739
21.62221998,48.195,8590,92.6823
21.63308642,48.195,8554,92.4878
21.64395286,48.195,8609,92.7847
21.6548193,48.195,8789,93.7497
21.66568574,48.195,8581,92.6337
21.67655218,48.195,8714,93.3488
21.68741862,48.195,8692,93.2309
21.69828506,48.195,8849,94.0691
21.7091515,48.195,8599,92.7308
21.72001794,48.195,8872,94.1913
21.73088438,48.195,8798,93.7977
21.74175082,48.195,8949,94.5992
21.75261726,48.195,8907,94.3769
21.7634837,48.195,9080,95.289
